date,location,population,new_cases,total_cases,new_deaths,total_deaths,people_fully_vaccinated,vaccine_coverage_pct,daily_cfr_pct,cumulative_cfr_pct,daily_vaccination_velocity
2020-01-24,Malaysia,32365998,,,,,,,,,
2020-01-25,Malaysia,32365998,3,3,,,,,,,
2020-01-26,Malaysia,32365998,1,4,,,,,,,
2020-01-27,Malaysia,32365998,0,4,,,,,,,
2020-01-28,Malaysia,32365998,0,4,,,,,,,
2020-01-29,Malaysia,32365998,3,7,,,,,,,
2020-01-30,Malaysia,32365998,1,8,,,,,,,
2020-01-31,Malaysia,32365998,0,8,,,,,,,
2020-02-01,Malaysia,32365998,0,8,,,,,,,
2020-02-02,Malaysia,32365998,0,8,,,,,,,
2020-02-03,Malaysia,32365998,0,8,,,,,,,
2020-02-04,Malaysia,32365998,2,10,,,,,,,
2020-02-05,Malaysia,32365998,2,12,,,,,,,
2020-02-06,Malaysia,32365998,0,12,,,,,,,
2020-02-07,Malaysia,32365998,0,12,,,,,,,
2020-02-08,Malaysia,32365998,4,16,,,,,,,
2020-02-09,Malaysia,32365998,0,16,,,,,,,
2020-02-10,Malaysia,32365998,2,18,,,,,,,
2020-02-11,Malaysia,32365998,0,18,,,,,,,
2020-02-12,Malaysia,32365998,0,18,,,,,,,
2020-02-13,Malaysia,32365998,1,19,,,,,,,
2020-02-14,Malaysia,32365998,0,19,,,,,,,
2020-02-15,Malaysia,32365998,3,22,,,,,,,
2020-02-16,Malaysia,32365998,0,22,,,,,,,
2020-02-17,Malaysia,32365998,0,22,,,,,,,
2020-02-18,Malaysia,32365998,0,22,,,,,,,
2020-02-19,Malaysia,32365998,0,22,,,,,,,
2020-02-20,Malaysia,32365998,0,22,,,,,,,
2020-02-21,Malaysia,32365998,0,22,,,,,,,
2020-02-22,Malaysia,32365998,0,22,,,,,,,
2020-02-23,Malaysia,32365998,0,22,,,,,,,
2020-02-24,Malaysia,32365998,0,22,,,,,,,
2020-02-25,Malaysia,32365998,0,22,,,,,,,
2020-02-26,Malaysia,32365998,0,22,,,,,,,
2020-02-27,Malaysia,32365998,1,23,,,,,,,
2020-02-28,Malaysia,32365998,0,23,,,,,,,
2020-02-29,Malaysia,32365998,2,25,,,,,,,
2020-03-01,Malaysia,32365998,4,29,,,,,,,
2020-03-02,Malaysia,32365998,0,29,,,,,,,
2020-03-03,Malaysia,32365998,7,36,,,,,,,
2020-03-04,Malaysia,32365998,14,50,,,,,,,
2020-03-05,Malaysia,32365998,0,50,,,,,,,
2020-03-06,Malaysia,32365998,33,83,,,,,,,
2020-03-07,Malaysia,32365998,10,93,,,,,,,
2020-03-08,Malaysia,32365998,6,99,,,,,,,
2020-03-09,Malaysia,32365998,18,117,,,,,,,
2020-03-10,Malaysia,32365998,12,129,,,,,,,
2020-03-11,Malaysia,32365998,20,149,,,,,,,
2020-03-12,Malaysia,32365998,0,149,,,,,,,
2020-03-13,Malaysia,32365998,48,197,,,,,,,
2020-03-14,Malaysia,32365998,41,238,,,,,,,
2020-03-15,Malaysia,32365998,190,428,,,,,,,
2020-03-16,Malaysia,32365998,138,566,,,,,,,
2020-03-17,Malaysia,32365998,107,673,2,2,,,1.8691588785046727,0.29717682020802377,
2020-03-18,Malaysia,32365998,117,790,0,2,,,0.0,0.25316455696202533,
2020-03-19,Malaysia,32365998,110,900,0,2,,,0.0,0.22222222222222221,
2020-03-20,Malaysia,32365998,130,1030,1,3,,,0.76923076923076927,0.29126213592233008,
2020-03-21,Malaysia,32365998,153,1183,5,8,,,3.2679738562091507,0.67624683009298392,
2020-03-22,Malaysia,32365998,123,1306,2,10,,,1.6260162601626018,0.76569678407350694,
2020-03-23,Malaysia,32365998,212,1518,4,14,,,1.8867924528301887,0.922266139657444,
2020-03-24,Malaysia,32365998,106,1624,2,16,,,1.8867924528301887,0.98522167487684731,
2020-03-25,Malaysia,32365998,172,1796,4,20,,,2.3255813953488373,1.1135857461024499,
2020-03-26,Malaysia,32365998,235,2031,3,23,,,1.2765957446808509,1.1324470704086658,
2020-03-27,Malaysia,32365998,130,2161,3,26,,,2.3076923076923079,1.2031466913465989,
2020-03-28,Malaysia,32365998,159,2320,1,27,,,0.628930817610063,1.163793103448276,
2020-03-29,Malaysia,32365998,150,2470,8,35,,,5.3333333333333339,1.417004048582996,
2020-03-30,Malaysia,32365998,156,2626,2,37,,,1.2820512820512819,1.408987052551409,
2020-03-31,Malaysia,32365998,140,2766,6,43,,,4.2857142857142856,1.5545914678235719,
2020-04-01,Malaysia,32365998,142,2908,2,45,,,1.4084507042253522,1.5474552957359009,
2020-04-02,Malaysia,32365998,208,3116,5,50,,,2.4038461538461542,1.6046213093709885,
2020-04-03,Malaysia,32365998,217,3333,3,53,,,1.3824884792626728,1.5901590159015901,
2020-04-04,Malaysia,32365998,150,3483,4,57,,,2.666666666666667,1.6365202411714039,
2020-04-05,Malaysia,32365998,179,3662,4,61,,,2.2346368715083798,1.6657564172583288,
2020-04-06,Malaysia,32365998,131,3793,1,62,,,0.76335877862595414,1.6345900342736621,
2020-04-07,Malaysia,32365998,170,3963,1,63,,,0.58823529411764708,1.5897047691143074,
2020-04-08,Malaysia,32365998,156,4119,2,65,,,1.2820512820512819,1.5780529254673463,
2020-04-09,Malaysia,32365998,109,4228,2,67,,,1.834862385321101,1.5846736045411542,
2020-04-10,Malaysia,32365998,118,4346,3,70,,,2.5423728813559325,1.6106764841233319,
2020-04-11,Malaysia,32365998,184,4530,3,73,,,1.6304347826086956,1.6114790286975718,
2020-04-12,Malaysia,32365998,153,4683,3,76,,,1.9607843137254901,1.6228913089899637,
2020-04-13,Malaysia,32365998,134,4817,1,77,,,0.74626865671641784,1.5985052937512976,
2020-04-14,Malaysia,32365998,170,4987,5,82,,,2.9411764705882351,1.6442751152997794,
2020-04-15,Malaysia,32365998,85,5072,1,83,,,1.1764705882352942,1.6364353312302837,
2020-04-16,Malaysia,32365998,110,5182,1,84,,,0.90909090909090906,1.6209957545349287,
2020-04-17,Malaysia,32365998,69,5251,2,86,,,2.8985507246376812,1.6377832793753573,
2020-04-18,Malaysia,32365998,54,5305,2,88,,,3.7037037037037033,1.6588124410933083,
2020-04-19,Malaysia,32365998,84,5389,1,89,,,1.1904761904761905,1.6515123399517537,
2020-04-20,Malaysia,32365998,36,5425,0,89,,,0.0,1.6405529953917051,
2020-04-21,Malaysia,32365998,57,5482,3,92,,,5.2631578947368416,1.6782196278730388,
2020-04-22,Malaysia,32365998,50,5532,1,93,,,2.0,1.6811279826464207,
2020-04-23,Malaysia,32365998,71,5603,2,95,,,2.8169014084507045,1.6955202570051759,
2020-04-24,Malaysia,32365998,88,5691,1,96,,,1.1363636363636365,1.6868740115972589,
2020-04-25,Malaysia,32365998,51,5742,2,98,,,3.9215686274509802,1.7067223963775686,
2020-04-26,Malaysia,32365998,38,5780,0,98,,,0.0,1.6955017301038062,
2020-04-27,Malaysia,32365998,40,5820,1,99,,,2.5,1.7010309278350515,
2020-04-28,Malaysia,32365998,31,5851,1,100,,,3.225806451612903,1.7091095539224066,
2020-04-29,Malaysia,32365998,94,5945,0,100,,,0.0,1.6820857863751051,
2020-04-30,Malaysia,32365998,57,6002,2,102,,,3.5087719298245612,1.6994335221592802,
2020-05-01,Malaysia,32365998,69,6071,1,103,,,1.4492753623188406,1.696590347553945,
2020-05-02,Malaysia,32365998,105,6176,0,103,,,0.0,1.6677461139896372,
2020-05-03,Malaysia,32365998,122,6298,2,105,,,1.639344262295082,1.6671959352175292,
2020-05-04,Malaysia,32365998,55,6353,0,105,,,0.0,1.6527624744215332,
2020-05-05,Malaysia,32365998,30,6383,1,106,,,3.3333333333333335,1.6606611311295629,
2020-05-06,Malaysia,32365998,45,6428,1,107,,,2.2222222222222223,1.6645924082140633,
2020-05-07,Malaysia,32365998,39,6467,0,107,,,0.0,1.6545538889747951,
2020-05-08,Malaysia,32365998,68,6535,0,107,,,0.0,1.6373374139250192,
2020-05-09,Malaysia,32365998,54,6589,1,108,,,1.8518518518518516,1.6390954621338594,
2020-05-10,Malaysia,32365998,67,6656,0,108,,,0.0,1.622596153846154,
2020-05-11,Malaysia,32365998,70,6726,1,109,,,1.4285714285714286,1.6205768658935475,
2020-05-12,Malaysia,32365998,16,6742,0,109,,,0.0,1.6167309403737764,
2020-05-13,Malaysia,32365998,37,6779,2,111,,,5.4054054054054053,1.6374096474406254,
2020-05-14,Malaysia,32365998,40,6819,1,112,,,2.5,1.6424695703182286,
2020-05-15,Malaysia,32365998,36,6855,0,112,,,0.0,1.6338439095550692,
2020-05-16,Malaysia,32365998,17,6872,1,113,,,5.88235294117647,1.6443538998835856,
2020-05-17,Malaysia,32365998,22,6894,0,113,,,0.0,1.6391064693936757,
2020-05-18,Malaysia,32365998,47,6941,0,113,,,0.0,1.6280074917158909,
2020-05-19,Malaysia,32365998,37,6978,1,114,,,2.7027027027027026,1.633705932932072,
2020-05-20,Malaysia,32365998,31,7009,0,114,,,0.0,1.6264802396918248,
2020-05-21,Malaysia,32365998,50,7059,1,115,,,2.0,1.6291259385182038,
2020-05-22,Malaysia,32365998,78,7137,0,115,,,0.0,1.6113212834524309,
2020-05-23,Malaysia,32365998,48,7185,0,115,,,0.0,1.6005567153792624,
2020-05-24,Malaysia,32365998,60,7245,0,115,,,0.0,1.5873015873015872,
2020-05-25,Malaysia,32365998,172,7417,0,115,,,0.0,1.5504921127140354,
2020-05-26,Malaysia,32365998,187,7604,0,115,,,0.0,1.5123619147816938,
2020-05-27,Malaysia,32365998,15,7619,0,115,,,0.0,1.5093844336527102,
2020-05-28,Malaysia,32365998,10,7629,0,115,,,0.0,1.507405950976537,
2020-05-29,Malaysia,32365998,103,7732,0,115,,,0.0,1.4873254009311951,
2020-05-30,Malaysia,32365998,30,7762,0,115,,,0.0,1.4815769131667096,
2020-05-31,Malaysia,32365998,57,7819,0,115,,,0.0,1.4707763141066632,
2020-06-01,Malaysia,32365998,38,7857,0,115,,,0.0,1.4636629756904671,
2020-06-02,Malaysia,32365998,20,7877,0,115,,,0.0,1.4599466802082011,
2020-06-03,Malaysia,32365998,93,7970,0,115,,,0.0,1.4429109159347553,
2020-06-04,Malaysia,32365998,277,8247,0,115,,,0.0,1.3944464653813509,
2020-06-05,Malaysia,32365998,19,8266,1,116,,,5.2631578947368416,1.4033389789499153,
2020-06-06,Malaysia,32365998,37,8303,1,117,,,2.7027027027027026,1.4091292303986511,
2020-06-07,Malaysia,32365998,19,8322,0,117,,,0.0,1.40591204037491,
2020-06-08,Malaysia,32365998,7,8329,0,117,,,0.0,1.4047304598391164,
2020-06-09,Malaysia,32365998,7,8336,0,117,,,0.0,1.4035508637236083,
2020-06-10,Malaysia,32365998,2,8338,1,118,,,50.0,1.4152074838090669,
2020-06-11,Malaysia,32365998,31,8369,0,118,,,0.0,1.4099653483092365,
2020-06-12,Malaysia,32365998,33,8402,1,119,,,3.0303030303030303,1.41632944537015,
2020-06-13,Malaysia,32365998,43,8445,1,120,,,2.3255813953488373,1.4209591474245116,
2020-06-14,Malaysia,32365998,8,8453,1,121,,,12.5,1.4314444575890217,
2020-06-15,Malaysia,32365998,41,8494,0,121,,,0.0,1.4245349658582529,
2020-06-16,Malaysia,32365998,11,8505,0,121,,,0.0,1.4226925338036449,
2020-06-17,Malaysia,32365998,10,8515,0,121,,,0.0,1.4210217263652378,
2020-06-18,Malaysia,32365998,14,8529,0,121,,,0.0,1.4186891780982531,
2020-06-19,Malaysia,32365998,6,8535,0,121,,,0.0,1.4176918570591681,
2020-06-20,Malaysia,32365998,21,8556,0,121,,,0.0,1.4142122487143525,
2020-06-21,Malaysia,32365998,16,8572,0,121,,,0.0,1.4115725618292114,
2020-06-22,Malaysia,32365998,15,8587,0,121,,,0.0,1.4091067893327123,
2020-06-23,Malaysia,32365998,3,8590,0,121,,,0.0,1.4086146682188592,
2020-06-24,Malaysia,32365998,6,8596,0,121,,,0.0,1.4076314564913914,
2020-06-25,Malaysia,32365998,4,8600,0,121,,,0.0,1.4069767441860466,
2020-06-26,Malaysia,32365998,6,8606,0,121,,,0.0,1.4059958168719497,
2020-06-27,Malaysia,32365998,10,8616,0,121,,,0.0,1.404363974001857,
2020-06-28,Malaysia,32365998,18,8634,0,121,,,0.0,1.4014361825341672,
2020-06-29,Malaysia,32365998,3,8637,0,121,,,0.0,1.4009494037281462,
2020-06-30,Malaysia,32365998,2,8639,0,121,,,0.0,1.4006250723463363,
2020-07-01,Malaysia,32365998,1,8640,0,121,,,0.0,1.4004629629629628,
2020-07-02,Malaysia,32365998,3,8643,0,121,,,0.0,1.3999768598866136,
2020-07-03,Malaysia,32365998,5,8648,0,121,,,0.0,1.3991674375578169,
2020-07-04,Malaysia,32365998,10,8658,0,121,,,0.0,1.3975513975513976,
2020-07-05,Malaysia,32365998,5,8663,0,121,,,0.0,1.3967447766362691,
2020-07-06,Malaysia,32365998,5,8668,0,121,,,0.0,1.3959390862944163,
2020-07-07,Malaysia,32365998,6,8674,0,121,,,0.0,1.394973483975098,
2020-07-08,Malaysia,32365998,3,8677,0,121,,,0.0,1.3944911835887979,
2020-07-09,Malaysia,32365998,12,8689,0,121,,,0.0,1.3925653124640349,
2020-07-10,Malaysia,32365998,8,8697,0,121,,,0.0,1.3912843509256065,
2020-07-11,Malaysia,32365998,9,8706,1,122,,,11.111111111111111,1.401332414426832,
2020-07-12,Malaysia,32365998,12,8718,0,122,,,0.0,1.3994035329203947,
2020-07-13,Malaysia,32365998,7,8725,0,122,,,0.0,1.3982808022922635,
2020-07-14,Malaysia,32365998,4,8729,0,122,,,0.0,1.3976400504066904,
2020-07-15,Malaysia,32365998,5,8734,0,122,,,0.0,1.396839935882757,
2020-07-16,Malaysia,32365998,3,8737,0,122,,,0.0,1.3963603067414443,
2020-07-17,Malaysia,32365998,18,8755,0,122,,,0.0,1.3934894346087949,
2020-07-18,Malaysia,32365998,9,8764,0,122,,,0.0,1.3920584208124145,
2020-07-19,Malaysia,32365998,15,8779,1,123,,,6.666666666666667,1.4010707369859894,
2020-07-20,Malaysia,32365998,21,8800,0,123,,,0.0,1.3977272727272727,
2020-07-21,Malaysia,32365998,15,8815,0,123,,,0.0,1.3953488372093024,
2020-07-22,Malaysia,32365998,16,8831,0,123,,,0.0,1.3928207451024799,
2020-07-23,Malaysia,32365998,9,8840,0,123,,,0.0,1.3914027149321266,
2020-07-24,Malaysia,32365998,21,8861,0,123,,,0.0,1.388105180002257,
2020-07-25,Malaysia,32365998,23,8884,0,123,,,0.0,1.384511481314723,
2020-07-26,Malaysia,32365998,13,8897,1,124,,,7.6923076923076925,1.3937282229965158,
2020-07-27,Malaysia,32365998,7,8904,0,124,,,0.0,1.3926325247079965,
2020-07-28,Malaysia,32365998,39,8943,0,124,,,0.0,1.3865593201386559,
2020-07-29,Malaysia,32365998,13,8956,0,124,,,0.0,1.3845466726217062,
2020-07-30,Malaysia,32365998,8,8964,0,124,,,0.0,1.3833110218652387,
2020-07-31,Malaysia,32365998,12,8976,1,125,,,8.3333333333333321,1.392602495543672,
2020-08-01,Malaysia,32365998,9,8985,0,125,,,0.0,1.3912075681691707,
2020-08-02,Malaysia,32365998,14,8999,0,125,,,0.0,1.3890432270252251,
2020-08-03,Malaysia,32365998,2,9001,0,125,,,0.0,1.3887345850461059,
2020-08-04,Malaysia,32365998,1,9002,0,125,,,0.0,1.3885803154854477,
2020-08-05,Malaysia,32365998,21,9023,0,125,,,0.0,1.3853485536961099,
2020-08-06,Malaysia,32365998,15,9038,0,125,,,0.0,1.3830493472007082,
2020-08-07,Malaysia,32365998,25,9063,0,125,,,0.0,1.3792342491448748,
2020-08-08,Malaysia,32365998,7,9070,0,125,,,0.0,1.3781697905181918,
2020-08-09,Malaysia,32365998,13,9083,0,125,,,0.0,1.37619729164373,
2020-08-10,Malaysia,32365998,11,9094,0,125,,,0.0,1.3745326588959752,
2020-08-11,Malaysia,32365998,9,9103,0,125,,,0.0,1.3731736790069207,
2020-08-12,Malaysia,32365998,12,9115,0,125,,,0.0,1.3713658804168951,
2020-08-13,Malaysia,32365998,15,9130,0,125,,,0.0,1.3691128148959473,
2020-08-14,Malaysia,32365998,19,9149,0,125,,,0.0,1.3662695376543885,
2020-08-15,Malaysia,32365998,26,9175,0,125,,,0.0,1.3623978201634876,
2020-08-16,Malaysia,32365998,25,9200,0,125,,,0.0,1.3586956521739131,
2020-08-17,Malaysia,32365998,15,9215,0,125,,,0.0,1.3564839934888768,
2020-08-18,Malaysia,32365998,4,9219,0,125,,,0.0,1.3558954333441806,
2020-08-19,Malaysia,32365998,16,9235,0,125,,,0.0,1.353546291283162,
2020-08-20,Malaysia,32365998,5,9240,0,125,,,0.0,1.3528138528138527,
2020-08-21,Malaysia,32365998,9,9249,0,125,,,0.0,1.3514974591847768,
2020-08-22,Malaysia,32365998,8,9257,0,125,,,0.0,1.350329480393216,
2020-08-23,Malaysia,32365998,10,9267,0,125,,,0.0,1.3488723427214848,
2020-08-24,Malaysia,32365998,7,9274,0,125,,,0.0,1.3478542160879878,
2020-08-25,Malaysia,32365998,11,9285,0,125,,,0.0,1.3462574044157243,
2020-08-26,Malaysia,32365998,6,9291,0,125,,,0.0,1.3453880099020556,
2020-08-27,Malaysia,32365998,5,9296,0,125,,,0.0,1.3446643717728055,
2020-08-28,Malaysia,32365998,10,9306,0,125,,,0.0,1.3432194283258112,
2020-08-29,Malaysia,32365998,11,9317,1,126,,,9.0909090909090917,1.35236664162284,
2020-08-30,Malaysia,32365998,17,9334,1,127,,,5.88235294117647,1.3606170987786586,
2020-08-31,Malaysia,32365998,6,9340,0,127,,,0.0,1.3597430406852249,
2020-09-01,Malaysia,32365998,14,9354,1,128,,,7.1428571428571423,1.3683985460765447,
2020-09-02,Malaysia,32365998,6,9360,0,128,,,0.0,1.3675213675213675,
2020-09-03,Malaysia,32365998,14,9374,0,128,,,0.0,1.3654789844250055,
2020-09-04,Malaysia,32365998,11,9385,0,128,,,0.0,1.3638785295684603,
2020-09-05,Malaysia,32365998,6,9391,0,128,,,0.0,1.3630071344904695,
2020-09-06,Malaysia,32365998,6,9397,0,128,,,0.0,1.3621368521868682,
2020-09-07,Malaysia,32365998,62,9459,0,128,,,0.0,1.3532085844169575,
2020-09-08,Malaysia,32365998,100,9559,0,128,,,0.0,1.3390522021131916,
2020-09-09,Malaysia,32365998,24,9583,0,128,,,0.0,1.3356986329959302,
2020-09-10,Malaysia,32365998,45,9628,0,128,,,0.0,1.3294557540506855,
2020-09-11,Malaysia,32365998,182,9810,0,128,,,0.0,1.3047910295616718,
2020-09-12,Malaysia,32365998,58,9868,0,128,,,0.0,1.2971220105391164,
2020-09-13,Malaysia,32365998,47,9915,0,128,,,0.0,1.2909732728189611,
2020-09-14,Malaysia,32365998,31,9946,0,128,,,0.0,1.2869495274482203,
2020-09-15,Malaysia,32365998,23,9969,0,128,,,0.0,1.2839803390510582,
2020-09-16,Malaysia,32365998,62,10031,0,128,,,0.0,1.2760442627853652,
2020-09-17,Malaysia,32365998,21,10052,0,128,,,0.0,1.2733784321528054,
2020-09-18,Malaysia,32365998,95,10147,1,129,,,1.0526315789473684,1.2713117177490885,
2020-09-19,Malaysia,32365998,20,10167,1,130,,,5.0,1.2786466017507623,
2020-09-20,Malaysia,32365998,52,10219,0,130,,,0.0,1.2721401311282905,
2020-09-21,Malaysia,32365998,57,10276,0,130,,,0.0,1.26508369015181,
2020-09-22,Malaysia,32365998,82,10358,0,130,,,0.0,1.2550685460513613,
2020-09-23,Malaysia,32365998,147,10505,3,133,,,2.0408163265306123,1.2660637791527845,
2020-09-24,Malaysia,32365998,71,10576,0,133,,,0.0,1.2575642965204237,
2020-09-25,Malaysia,32365998,111,10687,0,133,,,0.0,1.2445026667914287,
2020-09-26,Malaysia,32365998,82,10769,0,133,,,0.0,1.2350264648528182,
2020-09-27,Malaysia,32365998,150,10919,1,134,,,0.66666666666666674,1.2272186097627988,
2020-09-28,Malaysia,32365998,115,11034,0,134,,,0.0,1.2144281312307414,
2020-09-29,Malaysia,32365998,101,11135,0,134,,,0.0,1.2034126627750337,
2020-09-30,Malaysia,32365998,89,11224,2,136,,,2.2471910112359552,1.2116892373485388,
2020-10-01,Malaysia,32365998,260,11484,0,136,,,0.0,1.1842563566701496,
2020-10-02,Malaysia,32365998,287,11771,0,136,,,0.0,1.1553818706991759,
2020-10-03,Malaysia,32365998,317,12088,2,138,,,0.63091482649842268,1.1416280608868299,
2020-10-04,Malaysia,32365998,293,12381,0,138,,,0.0,1.1146110976496244,
2020-10-05,Malaysia,32365998,432,12813,0,138,,,0.0,1.0770311402481854,
2020-10-06,Malaysia,32365998,691,13504,4,142,,,0.57887120115774238,1.0515402843601895,
2020-10-07,Malaysia,32365998,489,13993,3,145,,,0.61349693251533743,1.0362324019152434,
2020-10-08,Malaysia,32365998,375,14368,3,148,,,0.8,1.0300668151447661,
2020-10-09,Malaysia,32365998,354,14722,4,152,,,1.1299435028248588,1.0324684146175791,
2020-10-10,Malaysia,32365998,374,15096,3,155,,,0.80213903743315518,1.0267620561738209,
2020-10-11,Malaysia,32365998,561,15657,2,157,,,0.35650623885918004,1.0027463754231334,
2020-10-12,Malaysia,32365998,563,16220,2,159,,,0.35523978685612789,0.98027127003699133,
2020-10-13,Malaysia,32365998,660,16880,4,163,,,0.60606060606060608,0.96563981042654035,
2020-10-14,Malaysia,32365998,660,17540,4,167,,,0.60606060606060608,0.95210946408209807,
2020-10-15,Malaysia,32365998,589,18129,3,170,,,0.50933786078098475,0.93772408847702571,
2020-10-16,Malaysia,32365998,629,18758,6,176,,,0.95389507154213027,0.93826633969506346,
2020-10-17,Malaysia,32365998,869,19627,4,180,,,0.46029919447640966,0.91710398940235394,
2020-10-18,Malaysia,32365998,871,20498,7,187,,,0.80367393800229625,0.91228412528051517,
2020-10-19,Malaysia,32365998,865,21363,3,190,,,0.34682080924855491,0.88938819454196516,
2020-10-20,Malaysia,32365998,862,22225,3,193,,,0.34802784222737815,0.86839145106861648,
2020-10-21,Malaysia,32365998,732,22957,6,199,,,0.819672131147541,0.86683800148102974,
2020-10-22,Malaysia,32365998,847,23804,5,204,,,0.59031877213695394,0.85699882372710467,
2020-10-23,Malaysia,32365998,710,24514,10,214,,,1.4084507042253522,0.872970547442278,
2020-10-24,Malaysia,32365998,1228,25742,7,221,,,0.57003257328990231,0.85851915158107373,
2020-10-25,Malaysia,32365998,823,26565,8,229,,,0.97205346294046169,0.86203651421042726,
2020-10-26,Malaysia,32365998,1240,27805,7,236,,,0.564516129032258,0.84876820715698609,
2020-10-27,Malaysia,32365998,835,28640,2,238,,,0.23952095808383234,0.83100558659217871,
2020-10-28,Malaysia,32365998,801,29441,8,246,,,0.99875156054931336,0.83556944397269117,
2020-10-29,Malaysia,32365998,649,30090,0,246,,,0.0,0.81754735792622135,
2020-10-30,Malaysia,32365998,799,30889,3,249,,,0.37546933667083854,0.80611220822946683,
2020-10-31,Malaysia,32365998,659,31548,0,249,,,0.0,0.78927348801825781,
2020-11-01,Malaysia,32365998,957,32505,0,249,,,0.0,0.76603599446239035,
2020-11-02,Malaysia,32365998,834,33339,2,251,,,0.23980815347721821,0.75287201175800122,
2020-11-03,Malaysia,32365998,1054,34393,12,263,,,1.1385199240986716,0.76469048934376183,
2020-11-04,Malaysia,32365998,1032,35425,8,271,,,0.77519379844961245,0.7649964714184897,
2020-11-05,Malaysia,32365998,1009,36434,6,277,,,0.59464816650148666,0.760278860405116,
2020-11-06,Malaysia,32365998,1755,38189,2,279,,,0.11396011396011395,0.73057686768441166,
2020-11-07,Malaysia,32365998,1168,39357,3,282,,,0.25684931506849312,0.71651802728866532,
2020-11-08,Malaysia,32365998,852,40209,4,286,,,0.46948356807511737,0.71128354348528933,
2020-11-09,Malaysia,32365998,972,41181,8,294,,,0.823045267489712,0.71392146863844974,
2020-11-10,Malaysia,32365998,869,42050,6,300,,,0.69044879171461448,0.713436385255648,
2020-11-11,Malaysia,32365998,822,42872,2,302,,,0.24330900243309003,0.70442246687814891,
2020-11-12,Malaysia,32365998,919,43791,1,303,,,0.1088139281828074,0.69192299787627587,
2020-11-13,Malaysia,32365998,1304,45095,1,304,,,0.076687116564417179,0.67413238718261448,
2020-11-14,Malaysia,32365998,1114,46209,2,306,,,0.17953321364452424,0.66220866065052264,
2020-11-15,Malaysia,32365998,1208,47417,3,309,,,0.24834437086092717,0.6516650146571904,
2020-11-16,Malaysia,32365998,1103,48520,4,313,,,0.36264732547597461,0.64509480626545757,
2020-11-17,Malaysia,32365998,1210,49730,5,318,,,0.41322314049586778,0.63945304645083445,
2020-11-18,Malaysia,32365998,660,50390,4,322,,,0.60606060606060608,0.639015677713832,
2020-11-19,Malaysia,32365998,1290,51680,4,326,,,0.31007751937984496,0.63080495356037158,
2020-11-20,Malaysia,32365998,958,52638,3,329,,,0.31315240083507306,0.62502374710285347,
2020-11-21,Malaysia,32365998,1041,53679,3,332,,,0.28818443804034583,0.6184914025969187,
2020-11-22,Malaysia,32365998,1096,54775,3,335,,,0.27372262773722628,0.611592879963487,
2020-11-23,Malaysia,32365998,1884,56659,2,337,,,0.10615711252653928,0.59478635344781938,
2020-11-24,Malaysia,32365998,2188,58847,4,341,,,0.18281535648994515,0.57946879195201118,
2020-11-25,Malaysia,32365998,970,59817,4,345,,,0.41237113402061859,0.57675911530167012,
2020-11-26,Malaysia,32365998,935,60752,3,348,,,0.32085561497326204,0.57282064787990516,
2020-11-27,Malaysia,32365998,1109,61861,2,350,,,0.18034265103697023,0.56578458156188871,
2020-11-28,Malaysia,32365998,1315,63176,4,354,,,0.30418250950570341,0.56033936938077755,
2020-11-29,Malaysia,32365998,1309,64485,3,357,,,0.22918258212375861,0.55361712026052567,
2020-11-30,Malaysia,32365998,1212,65697,3,360,,,0.24752475247524752,0.54797022695100228,
2020-12-01,Malaysia,32365998,1472,67169,3,363,,,0.20380434782608695,0.54042787595468145,
2020-12-02,Malaysia,32365998,851,68020,2,365,,,0.23501762632197415,0.53660688032931492,
2020-12-03,Malaysia,32365998,1075,69095,11,376,,,1.0232558139534882,0.54417830523192712,
2020-12-04,Malaysia,32365998,1141,70236,0,376,,,0.0,0.5353380033031494,
2020-12-05,Malaysia,32365998,1123,71359,4,380,,,0.3561887800534283,0.53251867318768487,
2020-12-06,Malaysia,32365998,1335,72694,2,382,,,0.149812734082397,0.5254904118634276,
2020-12-07,Malaysia,32365998,1600,74294,2,384,,,0.125,0.51686542654857726,
2020-12-08,Malaysia,32365998,1012,75306,4,388,,,0.39525691699604742,0.51523119007781581,
2020-12-09,Malaysia,32365998,959,76265,5,393,,,0.52137643378519283,0.5153084639087393,
2020-12-10,Malaysia,32365998,2234,78499,3,396,,,0.13428827215756492,0.50446502503216606,
2020-12-11,Malaysia,32365998,1810,80309,6,402,,,0.33149171270718231,0.5005665616556052,
